OSEBuildingID,CouncilDistrictCode,Age,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking(%),PropertyGFABuilding(s)(%),LargestPropertyUseTypeGFA,ENERGYSTARScore,EnergyStarNaN,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(%),Electricity(%),NaturalGas(%),TotalGHGEmissions,GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Office,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
24948,2,62,1.0,2,21900,0.0,100.0,21900.0,40.0,0,59.5,65.69999695,117.1999969,123.8000031,1302192.875,1439042.25,0.0,574237.0,727956.0,42.66,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24955,2,64,1.0,1,16300,0.0,100.0,65164.0,100.0,0,2.299999952,2.299999952,6.900000095,6.900000095,150167.7969,150167.7969,0.0,138179.0,11989.0,1.6,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24958,2,52,1.0,1,33462,0.0,100.0,33462.0,1.0,0,41.40000153,41.40000153,130.1000061,130.1000061,1386445.375,1386445.375,0.0,1386445.0,0.0,9.67,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24959,2,64,1.0,1,35310,0.0,100.0,10471.0,0.0,1,45.59999847,52.0,88.19999695,95.0,1331469.75,1519845.5,0.0,564235.0,767235.0,44.68,1.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24991,2,54,1.0,3,36140,0.0,100.0,34733.0,0.0,1,134.0,134.0,420.7000122,420.7000122,4653535.0,4653535.0,0.0,4653534.0,0.0,32.44,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24994,3,25,1.0,2,47963,44.58436711631883,55.41563288368118,29640.0,0.0,1,275.3999939,277.5,495.0,501.3999939,8163413.0,8224244.0,0.0,2918371.0,5245042.0,298.91,6.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,2,86,1.0,1,23903,0.0,100.0,18350.0,65.0,0,18.20000076,21.29999924,34.29999924,38.29999924,415364.5938,486884.9063,0.0,166749.0,248616.0,14.37,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25001,4,69,1.0,3,22522,0.0,100.0,22522.0,0.0,1,24.89999962,28.0,38.90000153,42.40000153,561473.875,630412.625,0.0,136609.0,424865.0,23.52,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25002,4,20,1.0,4,38959,0.0,100.0,38959.0,0.0,1,23.20000076,24.70000076,52.59999847,54.20000076,905750.375,963968.1875,0.0,525913.0,379837.0,23.84,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25025,3,88,1.0,2,25955,0.0,100.0,14150.0,0.0,1,46.90000153,46.90000153,147.3999939,147.3999939,1218112.0,1218112.0,0.0,1218112.0,0.0,8.49,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25069,3,93,1.0,4,46100,0.0,100.0,46100.0,75.0,0,47.20000076,52.29999924,101.1999969,106.8000031,2177064.75,2412536.25,548294.6875,1097533.0,531237.0,78.19,1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25115,5,65,1.0,2,21936,0.0,100.0,21936.0,96.0,0,27.79999924,31.29999924,36.5,40.29999924,608755.375,686216.5,0.0,77010.0,531746.0,28.78,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25124,5,56,1.0,1,25406,0.0,100.0,25406.0,0.0,1,96.09999847,97.80000305,257.3999939,259.1000061,2442220.0,2484501.5,0.0,1901857.0,540363.0,41.96,1.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25148,2,49,1.0,2,23250,0.0,100.0,22014.0,55.0,0,41.09999847,40.40000153,129.0,126.6999969,904236.0,888432.5,0.0,904236.0,0.0,6.3,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25163,2,56,1.0,1,30000,0.0,100.0,30000.0,32.0,0,93.19999695,108.1999969,139.6999969,155.5,2794837.0,3246531.0,0.0,600754.0,2194083.0,120.72,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25165,2,54,1.0,1,45036,0.0,100.0,21110.0,0.0,1,42.70000076,47.40000153,94.09999847,99.09999847,1791697.75,1989787.875,0.0,988941.0,802757.0,49.53,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25217,1,54,1.0,1,51410,0.0,100.0,51410.0,87.0,0,38.29999924,43.90000153,75.30000305,84.19999695,1968907.25,2256911.75,0.0,862071.0,1106836.0,64.79,1.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25222,7,7,1.0,39,1074552,10.434488047111728,89.56551195288827,311521.0,65.0,0,43.0,43.79999924,115.4000015,115.4000015,26416770.0,26932200.0,0.0,20663978.0,5752789.0,449.59,0.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25250,7,57,1.0,2,122679,0.0,100.0,101035.0,0.0,1,159.0,170.8999939,290.7000122,303.2999878,16378152.0,17612938.0,0.0,6103316.0,10274835.0,588.25,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25251,7,71,14.0,2,537000,0.0,100.0,533826.0,0.0,1,169.6999969,181.3000031,266.7999878,278.8999939,90609640.0,96775464.0,0.0,22619097.0,67990538.0,3768.66,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25268,5,36,1.0,4,23022,0.0,100.0,23022.0,78.0,0,44.59999847,46.70000076,125.4000015,127.5999985,1027230.875,1075427.75,0.0,865244.0,161987.0,14.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25275,2,49,1.0,1,27263,0.0,100.0,22000.0,0.0,1,90.80000305,88.5,285.2000122,278.0,2470642.0,2408141.75,0.0,2470642.0,0.0,17.22,0.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25276,2,54,1.0,1,31569,0.0,100.0,33000.0,12.0,0,92.80000305,101.4000015,148.5,157.3999939,3064039.5,3344952.0,0.0,804992.0,2259047.0,125.59,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25277,2,60,1.0,1,22509,0.0,100.0,22509.0,57.0,0,7.900000095,7.900000095,24.79999924,24.79999924,177812.7969,177812.7969,0.0,177813.0,0.0,1.24,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25278,2,60,1.0,1,39984,0.0,100.0,31184.0,75.0,0,26.79999924,29.10000038,51.0,53.40000153,1073156.375,1163530.25,0.0,437302.0,635854.0,36.82,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25317,3,91,1.0,2,73769,0.0,100.0,73769.0,92.0,0,34.70000076,39.40000153,61.5,67.30000305,2556131.0,2904558.75,0.0,886515.0,1669616.0,94.85,1.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25325,3,110,1.0,1,26440,0.0,100.0,26440.0,91.0,0,27.20000076,31.29999924,46.20000076,51.29999924,719905.1875,826275.1875,0.0,223375.0,496530.0,27.93,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25361,4,55,1.0,1,43578,0.0,100.0,45370.0,83.0,0,31.70000076,31.70000076,84.90000153,84.90000153,1436773.875,1436773.875,0.0,1120124.0,316650.0,24.63,0.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25364,3,60,1.0,2,28800,0.0,100.0,28800.0,0.0,1,39.70000076,44.0,91.0,95.40000153,1143826.625,1266706.875,0.0,678658.0,465168.0,29.44,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25371,3,7,4.0,2,28500,0.0,100.0,31100.0,92.0,0,37.40000153,41.79999924,87.5,94.69999695,1162561.125,1300765.5,0.0,717507.0,445054.0,28.64,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25451,3,38,1.0,2,26519,0.0,100.0,13592.0,0.0,1,140.1999969,140.1999969,318.2000122,318.2000122,3717064.0,3717064.0,0.0,2170550.0,1546514.0,97.27,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25452,3,28,1.0,2,34639,44.464332111204136,55.53566788879587,23373.0,0.0,1,359.7000122,370.8999939,700.2999878,712.0999756,15480681.0,15960838.0,0.0,6642344.0,8838336.0,515.71,14.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25457,7,95,1.0,2,26300,0.0,100.0,26300.0,0.0,1,134.5,141.1000061,263.5,267.6000061,3537841.5,3711173.0,0.0,1537923.0,1999918.0,116.94,4.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25461,7,54,0.0,2,34072,0.0,100.0,34072.0,0.0,1,193.3000031,205.6999969,366.3999939,388.3999939,6584966.5,7007726.0,0.0,2664187.0,3920779.0,226.81,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25462,7,67,1.0,3,23355,0.0,100.0,21915.0,77.0,0,38.40000153,38.40000153,120.4000015,120.4000015,840549.375,840549.375,0.0,840549.0,0.0,5.86,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25464,7,51,1.0,4,30840,0.0,100.0,29255.0,30.0,0,116.4000015,126.1999969,251.6000061,261.8999939,3542708.5,3840161.75,0.0,1884294.0,1658414.0,101.21,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25471,4,70,1.0,1,20332,0.0,100.0,20332.0,0.0,1,19.29999924,21.20000076,42.29999924,45.29999924,392683.6875,431857.6875,0.0,213927.0,178757.0,10.99,0.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25513,3,116,1.0,1,21850,0.0,100.0,21850.0,100.0,0,14.5,16.5,23.10000038,26.0,317794.4063,359962.5938,0.0,82056.0,235738.0,13.09,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25522,4,19,1.0,4,32282,21.637445015798278,78.36255498420172,12600.0,0.0,1,55.0,59.29999924,128.1000061,135.5,1391714.25,1500695.375,0.0,851657.0,540057.0,34.62,1.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25528,7,33,1.0,13,307557,27.007676625796194,72.9923233742038,162422.0,0.0,1,40.79999924,41.5,128.0,130.3999939,9512829.0,9691704.0,0.0,9512827.0,0.0,66.32,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25537,7,98,1.0,2,28309,0.0,100.0,28309.0,0.0,1,15.19999981,17.60000038,33.59999847,36.5,430308.9063,498364.9063,0.0,238481.0,191828.0,11.85,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25540,7,102,1.0,4,45500,0.0,100.0,45500.0,77.0,0,61.5,64.5,116.9000015,121.3000031,2799595.0,2934339.25,941139.6875,1069553.0,788902.0,122.0,2.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25541,7,116,1.0,5,38376,0.0,100.0,29258.0,0.0,1,65.0,67.69999695,204.1000061,212.3999939,2058532.875,2142457.5,0.0,2058533.0,0.0,14.35,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25543,7,116,1.0,4,42804,0.0,100.0,24120.0,0.0,1,50.29999924,52.0,105.1999969,110.6999969,1544501.75,1598032.0,0.0,769417.0,775085.0,46.53,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25546,7,11,0.0,5,57600,0.0,100.0,27600.0,0.0,1,138.0,145.3999939,277.0,286.8999939,6983736.0,7355579.0,0.0,3197921.0,3785814.0,223.36,3.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25548,7,116,1.0,4,33300,0.0,100.0,26639.0,0.0,1,38.70000076,40.70000076,108.0999985,109.8000031,1287497.375,1355968.5,0.0,1075503.0,211994.0,18.76,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25554,7,116,1.0,3,22200,0.0,100.0,22200.0,0.0,1,8.5,10.39999962,15.0,17.5,188745.7031,231847.0938,0.0,64453.0,124293.0,7.05,0.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25563,7,48,1.0,2,29498,0.0,100.0,19749.0,0.0,1,130.3999939,136.0,372.2999878,378.1000061,3768900.5,3930355.5,0.0,3253683.0,515217.0,50.05,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25567,4,78,1.0,1,23050,0.0,100.0,23050.0,27.0,0,20.20000076,21.10000038,63.59999847,66.30000305,466672.6875,486485.3125,0.0,466673.0,0.0,3.25,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25568,4,8,1.0,4,48350,0.0,100.0,,45.0,0,72.19999695,74.69999695,226.6000061,234.6000061,3168131.0,3280955.5,0.0,3168131.0,0.0,22.09,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25572,4,86,1.0,1,46059,0.0,100.0,46000.0,82.0,0,34.40000153,36.0,98.59999847,100.1999969,1582655.875,1656820.0,0.0,1374074.0,208582.0,20.66,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25635,4,46,1.0,2,23595,0.0,100.0,23595.0,72.0,0,34.59999847,34.90000153,107.1999969,107.5,817409.625,823716.875,0.0,799401.0,18009.0,6.53,0.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25657,7,116,1.0,3,28142,0.0,100.0,28142.0,96.0,0,30.10000038,32.40000153,64.19999695,66.19999695,847097.8125,911154.125,340615.5938,414101.0,92381.0,34.08,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25658,7,116,1.0,3,28760,0.0,100.0,12314.0,0.0,1,107.5,112.0,165.1999969,170.6000061,2615973.5,2726126.75,500752.8125,572200.0,1543021.0,124.59,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25659,7,114,1.0,4,39030,0.0,100.0,32001.0,99.0,0,18.39999962,20.0,47.70000076,49.29999924,713326.875,773324.6875,0.0,524342.0,188985.0,13.69,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25661,7,107,0.0,3,47215,0.0,100.0,23659.0,58.0,0,45.5,46.40000153,131.6000061,135.1000061,2092696.0,2136896.0,0.0,1597575.0,991813.0,63.81,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25663,3,90,1.0,2,61580,43.84540435206235,56.15459564793765,36280.0,0.0,1,115.8000031,123.8000031,313.2000122,332.3999939,4199443.0,4489734.5,0.0,3327045.0,872398.0,69.53,1.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25664,3,99,1.0,3,30720,0.0,100.0,29720.0,0.0,1,41.90000153,44.29999924,107.3000031,109.8000031,1288669.5,1361277.25,0.0,930084.0,358585.0,25.53,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25666,3,100,1.0,2,20640,0.0,100.0,9750.0,0.0,1,19.29999924,19.29999924,60.5,60.5,412562.4063,412562.4063,0.0,412562.0,0.0,2.88,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25667,3,104,1.0,2,34914,0.0,100.0,14983.0,0.0,1,42.40000153,41.79999924,133.1000061,131.1999969,1333289.625,1314474.5,0.0,1333290.0,0.0,9.29,0.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25670,3,110,1.0,3,20897,0.0,100.0,10228.0,0.0,1,56.59999847,60.5,148.1999969,152.3000031,964923.8125,1031474.188,0.0,725243.0,239681.0,17.79,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25671,3,100,1.0,2,36940,0.0,100.0,36940.0,100.0,0,9.100000381,9.100000381,28.60000038,28.60000038,336745.4063,336745.4063,0.0,336745.0,0.0,2.35,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25672,3,103,1.0,3,22866,0.0,100.0,22866.0,0.0,1,50.5,53.09999847,133.1999969,135.8000031,1153690.125,1213909.875,0.0,877955.0,275735.0,20.76,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25673,3,96,1.0,1,30240,0.0,100.0,32205.0,78.0,0,38.40000153,40.0,107.6999969,108.3000031,1264626.875,1316900.75,0.0,1061362.0,203265.0,18.19,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25694,4,54,1.0,2,28586,0.0,100.0,27022.0,0.0,1,187.8999939,187.8999939,590.0999756,590.0999756,5078204.0,5078204.0,0.0,5078203.0,0.0,35.4,1.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25709,2,108,1.0,3,28800,0.0,100.0,21600.0,0.0,1,161.3000031,161.3000031,257.7000122,257.7000122,4644346.0,4644346.0,0.0,1218294.0,3426052.0,190.45,6.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25711,2,103,1.0,3,28800,0.0,100.0,,0.0,1,31.20000076,32.5,62.0,62.79999924,899924.1875,935833.1875,0.0,402907.0,497017.0,29.21,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25713,2,37,1.0,3,35202,0.0,100.0,24227.0,2.0,0,108.0999985,108.0999985,339.5,339.5,3605755.5,3605755.5,0.0,3605755.0,0.0,25.14,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25737,7,47,1.0,6,95117,27.42096575796125,72.57903424203876,69035.0,1.0,0,104.3000031,107.6999969,239.8999939,246.8000031,7202141.5,7437745.0,0.0,4307003.0,2895138.0,183.79,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25743,3,106,1.0,2,24600,0.0,100.0,24600.0,69.0,0,13.5,14.10000038,36.09999847,38.0,331059.5,347690.5938,0.0,258312.0,72748.0,5.66,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25745,3,116,1.0,1,48850,0.0,100.0,28725.0,0.0,1,28.89999962,34.29999924,47.40000153,53.79999924,1063480.5,1259282.25,815676.125,239923.0,7881.0,65.05,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25772,1,55,0.0,3,54863,0.0,100.0,109726.0,100.0,0,18.60000038,18.79999924,58.29999924,59.09999847,2037720.625,2066851.25,0.0,2037720.0,0.0,14.21,0.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25839,2,52,1.0,1,25000,0.0,100.0,13393.0,0.0,1,79.59999847,81.80000305,155.6000061,157.8999939,1989103.875,2044286.625,0.0,861621.0,1127483.0,65.89,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25842,2,56,1.0,1,25000,0.0,100.0,24000.0,0.0,1,11.5,13.69999981,24.10000038,26.10000038,287132.5,342696.3125,0.0,143797.0,143335.0,8.61,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25844,2,89,1.0,1,22622,0.0,100.0,23000.0,0.0,1,33.70000076,37.90000153,64.0,69.0,774075.6875,872014.3125,0.0,315436.0,458640.0,26.56,1.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25847,3,99,1.0,3,27544,0.0,100.0,22365.0,94.0,0,46.09999847,48.79999924,124.0999985,127.0,1031667.5,1092060.75,0.0,810115.0,221553.0,17.41,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25886,7,27,1.0,7,47415,0.0,100.0,25884.0,0.0,1,43.40000153,45.59999847,136.3999939,143.1999969,1478979.25,1552850.625,0.0,1478979.0,0.0,10.31,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25907,7,55,1.0,3,22960,0.0,100.0,22960.0,0.0,1,98.69999695,106.5999985,153.0,162.1999969,2266983.0,2447325.5,0.0,542327.0,1724655.0,95.38,4.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25914,3,18,1.0,1,44739,0.0,100.0,44739.0,17.0,0,326.0,335.3999939,728.7000122,738.5999756,14585813.0,15006878.0,0.0,8270312.0,6315500.0,393.07,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25932,4,68,1.0,1,22778,0.0,100.0,21194.0,0.0,1,56.5,61.20000076,70.0,74.59999847,2470566.0,2675057.75,0.0,224359.0,2246207.0,120.86,5.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25935,6,60,1.0,2,21562,0.0,100.0,21052.0,20.0,0,40.40000153,46.59999847,60.90000153,68.30000305,866806.0,1000251.875,0.0,189790.0,677016.0,37.28,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25954,3,57,1.0,1,25753,0.0,100.0,25753.0,0.0,1,53.5,62.59999847,75.0,85.30000305,1378130.25,1612521.0,0.0,231543.0,1146587.0,62.51,2.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25955,3,88,1.0,3,71280,0.0,100.0,71280.0,0.0,1,319.3999939,325.5,556.0999756,557.2999878,22767828.0,23204450.0,0.0,7528486.0,15239341.0,861.85,12.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25956,3,91,1.0,3,38297,0.0,100.0,38297.0,85.0,0,48.20000076,55.59999847,84.69999695,93.80000305,1845150.625,2127889.25,0.0,624583.0,1220568.0,69.18,1.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25965,3,53,1.0,16,153312,0.0,100.0,148590.0,51.0,0,93.0,99.59999847,159.6000061,167.0,20628680.0,22092840.0,0.0,6566843.0,14061838.0,792.6,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25992,7,7,1.0,19,1206670,16.72843445183853,83.27156554816148,319361.0,87.0,0,54.59999847,55.0,153.3999939,152.3999939,27684480.0,27917688.0,0.0,23343425.0,4341053.0,393.29,0.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26002,2,48,1.0,1,24200,0.0,100.0,24200.0,73.0,0,34.20000076,37.20000076,76.09999847,79.40000153,826488.6875,900697.125,0.0,466335.0,360154.0,22.38,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26017,7,35,1.0,4,23513,9.403308807893506,90.59669119210649,15200.0,0.0,1,81.69999695,83.5,176.5,182.0,1740568.25,1778251.875,0.0,924449.0,816119.0,49.79,2.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26040,1,22,1.0,3,66610,0.0,100.0,66720.0,0.0,1,9.600000381,11.10000038,20.39999962,22.0,640377.0,742571.5,0.0,329414.0,310963.0,18.81,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26233,2,66,1.0,1,36000,0.0,100.0,34000.0,0.0,1,103.0,108.0,280.7000122,286.0,3646053.75,3823703.75,0.0,2922836.0,723217.0,58.79,1.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26098,5,78,1.0,2,23222,0.0,100.0,15006.0,62.0,0,81.30000305,88.80000305,114.6999969,123.6999969,1219863.125,1331981.25,0.0,210763.0,1009100.0,55.06,2.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26115,3,92,1.0,2,24476,0.0,100.0,7501.0,0.0,1,111.4000015,117.1999969,211.1999969,219.1000061,2662054.25,2800725.0,0.0,1077101.0,1584953.0,91.69,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26119,3,106,0.0,2,24750,0.0,100.0,19240.0,0.0,1,34.70000076,40.20000076,63.5,69.30000305,782343.8125,906960.625,0.0,292118.0,490226.0,28.07,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26125,3,112,1.0,3,60000,0.0,100.0,48783.0,52.0,0,74.30000305,80.5,143.8999939,150.3999939,3625407.5,3928621.25,0.0,1537012.0,2088395.0,121.63,2.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26126,3,62,1.0,2,46560,0.0,100.0,46560.0,0.0,1,14.80000019,15.80000019,34.40000153,35.40000153,690557.6875,734550.6875,0.0,419713.0,270845.0,17.31,0.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26139,7,36,1.0,3,30408,0.0,100.0,25000.0,61.0,0,57.59999847,58.79999924,180.8999939,184.6000061,1440554.25,1469861.875,0.0,1440554.0,0.0,10.04,0.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26146,7,96,1.0,3,30109,0.0,100.0,28400.0,89.0,0,51.59999847,56.0,124.0999985,128.6999969,1465795.75,1589657.75,0.0,949635.0,516161.0,34.03,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
